configuracao,arquivo,metrica,centralizada,adaptativa,diferenca,n_pares,n_pares_censurados
C4_C1,j6027_1.sm,TR,83.69939581546008,54.98374415037059,-28.715651665089467,12,0
C4_C1,j602_1.sm,TR,100.45506670498183,59.10772796162166,-41.347338743360176,12,0
C4_C1,j6032_1.sm,TR,89.05179348504942,56.96072112075035,-32.09107236429906,12,0
C4_C1,j6035_1.sm,TR,99.13830510480521,70.38761264910436,-28.750692455700857,12,0
C4_C1,j6038_1.sm,TR,90.6196501688093,60.005185219404815,-30.61446494940448,12,0
C4_C1,j6040_1.sm,TR,115.88480563789,72.39826502030151,-43.48654061758848,12,0
C4_C1,j6043_1.sm,TR,71.86540254893023,51.75590100339289,-20.109501545537352,12,0
C4_C1,j6046_1.sm,TR,102.09226868525718,67.63213063309628,-34.46013805216089,12,0
C4_C1,j604_1.sm,TR,124.32009673916862,84.20930487783707,-40.11079186133153,12,0
C4_C1,j607_1.sm,TR,92.84094624606398,60.67361942670885,-32.16732681935512,12,0
C4_C1,j6010_1.sm,n_limpas,42.0,56.083333333333336,14.083333333333334,12,0
C4_C1,j6013_1.sm,n_limpas,39.75,53.916666666666664,14.166666666666666,12,0
C4_C1,j6016_1.sm,n_limpas,37.333333333333336,54.083333333333336,16.75,12,0
C4_C1,j6019_1.sm,n_limpas,41.166666666666664,55.75,14.583333333333334,12,0
C4_C1,j6021_1.sm,n_limpas,41.5,55.916666666666664,14.416666666666666,12,0
C4_C1,j6024_1.sm,n_limpas,44.916666666666664,56.5,11.583333333333334,12,0
C4_C1,j6027_1.sm,n_limpas,42.583333333333336,55.0,12.416666666666666,12,0
C4_C1,j602_1.sm,n_limpas,40.083333333333336,54.5,14.416666666666666,12,0
C4_C1,j6032_1.sm,n_limpas,42.666666666666664,55.166666666666664,12.5,12,0
C4_C1,j6035_1.sm,n_limpas,40.833333333333336,55.333333333333336,14.5,12,0
C4_C1,j6038_1.sm,n_limpas,42.583333333333336,54.583333333333336,12.0,12,0
C4_C1,j6040_1.sm,n_limpas,40.0,54.583333333333336,14.583333333333334,12,0
C4_C1,j6043_1.sm,n_limpas,45.166666666666664,55.166666666666664,10.0,12,0
C4_C1,j6046_1.sm,n_limpas,40.333333333333336,54.833333333333336,14.5,12,0
C4_C1,j604_1.sm,n_limpas,39.25,55.166666666666664,15.916666666666666,12,0
C4_C1,j607_1.sm,n_limpas,39.833333333333336,54.833333333333336,15.0,12,0
C4_C1,j6010_1.sm,n_com_erro,18.0,3.9166666666666665,-14.083333333333334,12,0
C4_C1,j6013_1.sm,n_com_erro,20.25,6.083333333333333,-14.166666666666666,12,0
C4_C1,j6016_1.sm,n_com_erro,22.666666666666668,5.916666666666667,-16.75,12,0
C4_C1,j6019_1.sm,n_com_erro,18.833333333333332,4.25,-14.583333333333334,12,0
C4_C1,j6021_1.sm,n_com_erro,18.5,4.083333333333333,-14.416666666666666,12,0
C4_C1,j6024_1.sm,n_com_erro,15.083333333333334,3.5,-11.583333333333334,12,0
C4_C1,j6027_1.sm,n_com_erro,17.416666666666668,5.0,-12.416666666666666,12,0
C4_C1,j602_1.sm,n_com_erro,19.916666666666668,5.5,-14.416666666666666,12,0
C4_C1,j6032_1.sm,n_com_erro,17.333333333333332,4.833333333333333,-12.5,12,0
C4_C1,j6035_1.sm,n_com_erro,19.166666666666668,4.666666666666667,-14.5,12,0
C4_C1,j6038_1.sm,n_com_erro,17.416666666666668,5.416666666666667,-12.0,12,0
C4_C1,j6040_1.sm,n_com_erro,20.0,5.416666666666667,-14.583333333333334,12,0
C4_C1,j6043_1.sm,n_com_erro,14.833333333333334,4.833333333333333,-10.0,12,0
C4_C1,j6046_1.sm,n_com_erro,19.666666666666668,5.166666666666667,-14.5,12,0
C4_C1,j604_1.sm,n_com_erro,20.75,4.833333333333333,-15.916666666666666,12,0
C4_C1,j607_1.sm,n_com_erro,20.166666666666668,5.166666666666667,-15.0,12,0
C4_C1,j6010_1.sm,n_reportadas,3.25,11.75,8.5,12,0
C4_C1,j6013_1.sm,n_reportadas,2.8333333333333335,16.833333333333332,14.0,12,0
C4_C1,j6016_1.sm,n_reportadas,3.75,16.916666666666668,13.166666666666666,12,0
C4_C1,j6019_1.sm,n_reportadas,3.3333333333333335,12.916666666666666,9.583333333333334,12,0
C4_C1,j6021_1.sm,n_reportadas,3.5,13.75,10.25,12,0
C4_C1,j6024_1.sm,n_reportadas,2.1666666666666665,8.75,6.583333333333333,12,0
C4_C1,j6027_1.sm,n_reportadas,2.5833333333333335,11.5,8.916666666666666,12,0
C4_C1,j602_1.sm,n_reportadas,3.5833333333333335,12.25,8.666666666666666,12,0
C4_C1,j6032_1.sm,n_reportadas,2.9166666666666665,10.583333333333334,7.666666666666667,12,0
C4_C1,j6035_1.sm,n_reportadas,2.3333333333333335,13.666666666666666,11.333333333333334,12,0
C4_C1,j6038_1.sm,n_reportadas,2.5833333333333335,11.5,8.916666666666666,12,0
C4_C1,j6040_1.sm,n_reportadas,3.4166666666666665,12.75,9.333333333333334,12,0
C4_C1,j6043_1.sm,n_reportadas,2.0,10.5,8.5,12,0
C4_C1,j6046_1.sm,n_reportadas,3.0833333333333335,13.833333333333334,10.75,12,0
C4_C1,j604_1.sm,n_reportadas,4.083333333333333,15.583333333333334,11.5,12,0
C4_C1,j607_1.sm,n_reportadas,2.0833333333333335,12.5,10.416666666666666,12,0
C4_C1,j6010_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6013_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6016_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6019_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6021_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6024_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6027_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j602_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6032_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6035_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6038_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
C4_C1,j6040_1.sm,n_adiamentos,0.0,0.0,0.0,12,0
