replica,grupo,bloco,arquivo,semente,concluiu,taxa_omissao,atraso_relativo,retrabalho_sobre_plano,E_total
1,sim,3,j6032_1.sm,10000055,True,0.13333333333333333,1.710144927536232,0.30433387646594934,0.8191798361653304
2,obs,0,j6010_1.sm,10000056,True,0.1,1.6470588235294117,0.25007824064071454,0.8293784355273852
2,obs,0,j6032_1.sm,10000057,True,0.06666666666666667,1.6666666666666667,0.18726218217705023,0.8526369963106717
2,obs,1,j6010_1.sm,10000058,True,0.13333333333333333,1.5529411764705883,0.21701480497033498,0.8458677193723189
2,obs,1,j6032_1.sm,10000059,True,0.1,1.6521739130434783,0.21482968505108668,0.837823027488917
2,obs,2,j6010_1.sm,10000060,True,0.1,1.588235294117647,0.22106768740167224,0.8351297596289808
2,obs,2,j6032_1.sm,10000061,True,0.1,1.710144927536232,0.18287605503775906,0.8549071575336719
2,obs,3,j6010_1.sm,10000062,True,0.08333333333333333,1.5529411764705883,0.15467524246959607,0.8757494323526415
2,obs,3,j6032_1.sm,10000063,True,0.08333333333333333,1.681159420289855,0.14641644319228306,0.8923376121293076
2,obs,4,j6010_1.sm,10000064,True,0.13333333333333333,1.4823529411764707,0.17610797860116845,0.8637404930871204
2,obs,4,j6032_1.sm,10000065,True,0.05,1.7826086956521738,0.12965216029876453,0.8997926779991767
2,obs,5,j6010_1.sm,10000066,True,0.08333333333333333,1.7411764705882353,0.2454068601099721,0.8292658781172022
2,obs,5,j6032_1.sm,10000067,True,0.11666666666666667,1.5942028985507246,0.20408067639245422,0.8596797021631626
2,obs,6,j6010_1.sm,10000068,True,0.13333333333333333,1.5176470588235293,0.2069988041523211,0.8517972705654925
2,obs,6,j6032_1.sm,10000069,True,0.18333333333333332,1.6666666666666667,0.255438705254227,0.8382888849147009
2,obs,7,j6010_1.sm,10000070,True,0.08333333333333333,1.588235294117647,0.1770615080701888,0.8645092474467583
2,obs,7,j6032_1.sm,10000071,True,0.11666666666666667,1.6376811594202898,0.18396375873856302,0.8678324459876076
2,obs,8,j6010_1.sm,10000072,True,0.13333333333333333,1.5411764705882354,0.21661113557439887,0.8400528518632695
